satellite,time,x_km,y_km,z_km
OPS 5712 (P/L 160),2025-06-29 09:15:33,-6588.9251158060915,-640.6960870129395,2392.269626598089
OPS 5712 (P/L 160),2025-06-29 09:25:33,-3799.478385413741,-1913.4145276231075,5601.797773266932
OPS 5712 (P/L 160),2025-06-29 09:35:33,499.6669444672684,-2426.0701642481954,6580.357928476046
OPS 5712 (P/L 160),2025-06-29 09:45:33,4600.072150466859,-1975.1647055955184,4938.685412669562
OPS 5712 (P/L 160),2025-06-29 09:55:33,6869.781238982214,-738.5526762748516,1327.445176258923
OPS 5712 (P/L 160),2025-06-29 10:05:33,6402.855206615951,792.2790627544916,-2814.007080479442
OPS 5712 (P/L 160),2025-06-29 10:15:33,3389.630915633496,2008.429969141907,-5834.597980202397
OPS 5712 (P/L 160),2025-06-29 10:25:33,-967.2771399595936,2429.1290678741266,-6538.280325024555
OPS 5712 (P/L 160),2025-06-29 10:35:33,-4941.464748248589,1889.0364620836212,-4649.210837275594
OPS 5712 (P/L 160),2025-06-29 10:45:33,-6956.578026239074,600.4969392426218,-913.4621042247633
OPS 5712 (P/L 160),2025-06-29 10:55:33,-6206.9321587855175,-926.4936463844706,3185.7115740503627
OPS 5712 (P/L 160),2025-06-29 11:05:33,-2989.172222250065,-2085.168080448224,6015.127117803512
OPS 5712 (P/L 160),2025-06-29 11:15:33,1416.078817397919,-2415.69215752775,6449.371678672778
OPS 5712 (P/L 160),2025-06-29 11:25:33,5258.350648341123,-1786.5695547090081,4315.002812572903
OPS 5712 (P/L 160),2025-06-29 11:35:33,7007.237835182045,-446.4835087370478,459.1339491438195
OPS 5712 (P/L 160),2025-06-29 11:45:33,5965.032930482714,1071.5356794115712,-3580.3598709184453
OPS 5712 (P/L 160),2025-06-29 11:55:33,2552.1749312420025,2164.166154656802,-6194.5589775625285
OPS 5712 (P/L 160),2025-06-29 12:05:33,-1871.8748895021943,2400.1108421012123,-6350.21438265622
OPS 5712 (P/L 160),2025-06-29 12:15:33,-5555.0564372221015,1686.6103771165592,-3987.3754936635414
OPS 5712 (P/L 160),2025-06-29 12:25:33,-7034.656381711373,304.4947834414019,-39.9092085661635
OPS 5712 (P/L 160),2025-06-29 12:35:33,-5717.616826846592,-1198.5333885615964,3923.093924181279
OPS 5712 (P/L 160),2025-06-29 12:45:33,-2127.3687421733925,-2225.190186945785,6322.73201926134
OPS 5712 (P/L 160),2025-06-29 12:55:33,2307.855078822277,-2368.179939755057,6204.997006337877
OPS 5712 (P/L 160),2025-06-29 13:05:33,5825.435981617794,-1570.1211585535455,3615.269574289752
OPS 5712 (P/L 160),2025-06-29 13:15:33,7023.187698033523,-147.01147062144582,-417.2974591774938
OPS 5712 (P/L 160),2025-06-29 13:25:33,5424.169644080523,1334.8138066701201,-4283.7569020687815
OPS 5712 (P/L 160),2025-06-29 13:35:33,1670.9358947498047,2287.050478017879,-6446.011409930219
OPS 5712 (P/L 160),2025-06-29 13:45:33,-2744.098016109918,2334.3287825271645,-6050.998044044258
OPS 5712 (P/L 160),2025-06-29 13:55:33,-6072.692707316443,1457.9321530480581,-3255.536626594998
OPS 5712 (P/L 160),2025-06-29 14:05:33,-6991.015599566055,3.2561285746279958,834.365125827361
OPS 5712 (P/L 160),2025-06-29 14:15:33,-5129.494245052875,-1452.6396113287315,4591.450221163145
OPS 5712 (P/L 160),2025-06-29 14:25:33,-1228.985484751555,-2331.287429836776,6519.219827607432
OPS 5712 (P/L 160),2025-06-29 14:35:33,3159.561193188792,-2284.163859996701,5851.48259892197
OPS 5712 (P/L 160),2025-06-29 14:45:33,6291.466288685443,-1329.0558415237092,2851.7831153192515
OPS 5712 (P/L 160),2025-06-29 14:55:33,6917.407026915953,155.29691524047337,-1286.3925336187351
OPS 5712 (P/L 160),2025-06-29 15:05:33,4789.725200617676,1578.083246714938,-4911.888785831214
OPS 5712 (P/L 160),2025-06-29 15:15:33,761.1234457392304,2375.166390232546,-6584.605253789003
OPS 5712 (P/L 160),2025-06-29 15:25:33,-3568.916492974699,2232.685688942772,-5645.823425175258
OPS 5712 (P/L 160),2025-06-29 15:35:33,-6485.374290616489,1206.4062863776176,-2466.4949335875754
OPS 5712 (P/L 160),2025-06-29 15:45:33,-6826.405233106267,-298.6315370382251,1693.9686956838107
OPS 5712 (P/L 160),2025-06-29 15:55:33,-4452.791035647502,-1684.9008560500358,5179.038367643734
OPS 5712 (P/L 160),2025-06-29 16:05:33,-309.5629794949417,-2401.769544894532,6601.139983456828
OPS 5712 (P/L 160),2025-06-29 16:15:33,3956.4423608867514,-2164.824936472698,5394.992356656185
OPS 5712 (P/L 160),2025-06-29 16:25:33,6648.338101472061,-1066.9969928280964,2037.982544869381
OPS 5712 (P/L 160),2025-06-29 16:35:33,6691.806627888736,455.82354159376456,-2132.8350587615478
OPS 5712 (P/L 160),2025-06-29 16:45:33,4072.7605271198127,1797.6134245654184,-5453.78987857514
OPS 5712 (P/L 160),2025-06-29 16:55:33,-161.58165677674887,2427.109875741748,-6607.949466248412
OPS 5712 (P/L 160),2025-06-29 17:05:33,-4332.099474462043,2096.621388675345,-5141.728160780041
OPS 5712 (P/L 160),2025-06-29 17:15:33,-6785.91223003001,935.7981181500315,-1634.0786551927142
OPS 5712 (P/L 160),2025-06-29 17:25:33,-6543.689822582288,-596.557130091357,2523.7637739845427
OPS 5712 (P/L 160),2025-06-29 17:35:33,-3699.2616298028324,-1891.7285734230982,5675.544840376949
OPS 5712 (P/L 160),2025-06-29 17:45:33,614.9997572280103,-2435.4748501665886,6567.041489066156
OPS 5712 (P/L 160),2025-06-29 17:55:33,4684.678839379507,-2011.88130812165,4843.5044045991945
OPS 5712 (P/L 160),2025-06-29 18:05:33,6889.85528892705,-787.9017430749631,1188.2100789556393
OPS 5712 (P/L 160),2025-06-29 18:15:33,6350.392752208851,749.9703893325106,-2941.72625491215
OPS 5712 (P/L 160),2025-06-29 18:25:33,3285.7378565938066,1990.0277539067972,-5900.0231716057515
OPS 5712 (P/L 160),2025-06-29 18:35:33,-1081.2900554056314,2442.0098476858543,-6515.648707091136
OPS 5712 (P/L 160),2025-06-29 18:45:33,-5020.458505799921,1928.0959766820097,-4547.481484392205
OPS 5712 (P/L 160),2025-06-29 18:55:33,-6969.061436056041,650.179417921857,-772.9015370715697
OPS 5712 (P/L 160),2025-06-29 19:05:33,-6147.796976475688,-885.957066620197,3309.1398111506805
OPS 5712 (P/L 160),2025-06-29 19:15:33,-2881.979710868246,-2069.9104761924045,6072.2616801074655
OPS 5712 (P/L 160),2025-06-29 19:25:33,1528.714726864147,-2431.788744760409,6417.497729492043
OPS 5712 (P/L 160),2025-06-29 19:35:33,5331.628132264426,-1827.5668203178739,4206.678083179545
OPS 5712 (P/L 160),2025-06-29 19:45:33,7011.84344525272,-496.0014505441218,317.45348001521614
OPS 5712 (P/L 160),2025-06-29 19:55:33,5899.1886094826805,1033.2305100560309,-3698.852133358065
OPS 5712 (P/L 160),2025-06-29 20:05:33,2442.3000452676106,2152.352163586704,-6242.8362288735425
OPS 5712 (P/L 160),2025-06-29 20:15:33,-1982.1685144700139,2419.5418926550096,-6309.308681980755
OPS 5712 (P/L 160),2025-06-29 20:25:33,-5622.076423567829,1729.5655817610266,-3873.44018766667
OPS 5712 (P/L 160),2025-06-29 20:35:33,-7031.619801100458,353.8681596890463,101.89625692034654
OPS 5712 (P/L 160),2025-06-29 20:45:33,-5645.627078489057,-1162.3855200057146,4036.275313940283
OPS 5712 (P/L 160),2025-06-29 20:55:33,-2015.1091987253858,-2216.658027937616,6362.234015347392
OPS 5712 (P/L 160),2025-06-29 21:05:33,2415.775941442628,-2390.65511704365,6155.098478488054
OPS 5712 (P/L 160),2025-06-29 21:15:33,5886.049613236063,-1614.6016198511468,3495.6900343860493
OPS 5712 (P/L 160),2025-06-29 21:25:33,7012.226541922694,-195.73700394612268,-558.9252421790676
OPS 5712 (P/L 160),2025-06-29 21:35:33,5346.119061825339,1301.2569474049365,-4390.935473397369
OPS 5712 (P/L 160),2025-06-29 21:45:33,1557.033426236079,2282.0574498293636,-6476.286773113628
OPS 5712 (P/L 160),2025-06-29 21:55:33,-2848.7037299608105,2359.9352560043194,-5992.51019080414
OPS 5712 (P/L 160),2025-06-29 22:05:33,-6126.517769831568,1503.9505359240404,-3131.3756266568375
OPS 5712 (P/L 160),2025-06-29 22:15:33,-6972.489954270497,51.36347002541617,974.9191531449519
OPS 5712 (P/L 160),2025-06-29 22:25:33,-5045.9271127967995,-1421.5825279968576,4692.383521160424
OPS 5712 (P/L 160),2025-06-29 22:35:33,-1113.659105364049,-2329.6476851107714,6540.376616787102
OPS 5712 (P/L 160),2025-06-29 22:45:33,3260.8284016106836,-2312.580453304607,5784.409018899287
OPS 5712 (P/L 160),2025-06-29 22:55:33,6338.306960581472,-1376.1547784809497,2723.041217845865
OPS 5712 (P/L 160),2025-06-29 23:05:33,6891.063679661502,108.30983073025645,-1425.4689921933148
OPS 5712 (P/L 160),2025-06-29 23:15:33,4700.86193468452,1549.9283825852378,-5005.867570188457
OPS 5712 (P/L 160),2025-06-29 23:25:33,645.2183740658496,2377.095266000651,-6596.337169900243
OPS 5712 (P/L 160),2025-06-29 23:35:33,-3665.9620983151317,2263.9728855183303,-5570.751972479132
OPS 5712 (P/L 160),2025-06-29 23:45:33,-6525.016354199444,1254.5959694496494,-2334.273646742787
OPS 5712 (P/L 160),2025-06-29 23:55:33,-6792.70172499874,-252.723063189779,1830.7933818595868
OPS 5712 (P/L 160),2025-06-30 00:05:33,-4359.131964313221,-1659.5387795663908,5265.9372034145445
OPS 5712 (P/L 160),2025-06-30 00:15:33,-193.2263786159541,-2407.055629507148,6603.558556253219
OPS 5712 (P/L 160),2025-06-30 00:25:33,4049.231423926424,-2198.6303901262395,5311.896429373485
OPS 5712 (P/L 160),2025-06-30 00:35:33,6680.543771402006,-1115.799168261287,1902.3375523000263
OPS 5712 (P/L 160),2025-06-30 00:45:33,6650.544969826051,411.487630213392,-2266.9063651833253
OPS 5712 (P/L 160),2025-06-30 00:55:33,3974.6700408820584,1775.410494635649,-5532.915803225574
OPS 5712 (P/L 160),2025-06-30 01:05:33,-277.4286009132194,2435.9276485091223,-6600.917509012802
OPS 5712 (P/L 160),2025-06-30 01:15:33,-4419.842137368759,2132.9842884205814,-5051.362502741631
OPS 5712 (P/L 160),2025-06-30 01:25:33,-6810.6356016395275,985.2250565299516,-1496.110136042583
OPS 5712 (P/L 160),2025-06-30 01:35:33,-6495.394527132669,-553.7383828623788,2654.4443497293064
OPS 5712 (P/L 160),2025-06-30 01:45:33,-3597.177162437013,-1872.5560998665671,5746.868755702355
OPS 5712 (P/L 160),2025-06-30 01:55:33,730.269410562106,-2447.5857928300825,6550.655444865163
OPS 5712 (P/L 160),2025-06-30 02:05:33,4767.312431858464,-2050.4184315154057,4745.823312436823
OPS 5712 (P/L 160),2025-06-30 02:15:33,6906.827968769131,-837.4590601961676,1048.047814486869
OPS 5712 (P/L 160),2025-06-30 02:25:33,6294.9468473134975,709.1476274704872,-3068.4277303843887
OPS 5712 (P/L 160),2025-06-30 02:35:33,3180.1683825046466,1974.212253400216,-5962.904032485429
OPS 5712 (P/L 160),2025-06-30 02:45:33,-1195.0177550928768,2457.550003222198,-6489.957241186907
OPS 5712 (P/L 160),2025-06-30 02:55:33,-5097.3159653011,1968.8309278751026,-4443.381093449563
OPS 5712 (P/L 160),2025-06-30 03:05:33,-6978.39757683583,699.885379244941,-631.6058177559979
OPS 5712 (P/L 160),2025-06-30 03:15:33,-6085.760083366662,-847.0598403980199,3431.36809101333
OPS 5712 (P/L 160),2025-06-30 03:25:33,-2773.2873790105245,-2057.3028556333875,6126.742634277651
OPS 5712 (P/L 160),2025-06-30 03:35:33,1640.855908897557,-2450.4909865244836,6382.568967627561
OPS 5712 (P/L 160),2025-06-30 03:45:33,5402.607018088577,-1870.086576536561,4096.109620038635
OPS 5712 (P/L 160),2025-06-30 03:55:33,7013.261143944011,-545.3511874754233,175.24334859691766
OPS 5712 (P/L 160),2025-06-30 04:05:33,5830.548361024045,996.7156467137579,-3815.9505758221007
OPS 5712 (P/L 160),2025-06-30 04:15:33,2331.1310847062264,2143.236585075031,-6288.363746333309
OPS 5712 (P/L 160),2025-06-30 04:25:33,-2091.7507944778677,2441.5074504227146,-6265.3854354083305
OPS 5712 (P/L 160),2025-06-30 04:35:33,-5686.655911916325,1773.8839088560364,-3757.40900765706
OPS 5712 (P/L 160),2025-06-30 04:45:33,-7025.377104100646,402.8891377429975,244.03523363169177
OPS 5712 (P/L 160),2025-06-30 04:55:33,-5570.94708141465,-1128.1665472506636,4147.890982918688
OPS 5712 (P/L 160),2025-06-30 05:05:33,-1901.7450839851174,-2210.8636981994814,6398.898023695239
OPS 5712 (P/L 160),2025-06-30 05:15:33,2522.778847646663,-2415.5869206851435,6102.213565068215
OPS 5712 (P/L 160),2025-06-30 05:25:33,5944.080803100352,-1660.2776892146637,3374.163799187504
OPS 5712 (P/L 160),2025-06-30 05:35:33,6998.049786172956,-243.92027744782996,-700.6750535851688
OPS 5712 (P/L 160),2025-06-30 05:45:33,5265.511098686901,1269.7622719233823,-4496.368620074943
OPS 5712 (P/L 160),2025-06-30 05:55:33,1442.2424753718055,2279.825041562177,-6503.654680367751
OPS 5712 (P/L 160),2025-06-30 06:05:33,-2952.184237301619,2387.9043648142283,-5931.099741954951
OPS 5712 (P/L 160),2025-06-30 06:15:33,-6177.642044780969,1550.99379087901,-3005.4318612666343
OPS 5712 (P/L 160),2025-06-30 06:25:33,-6950.758195662844,98.74818510834531,1115.398112317837
OPS 5712 (P/L 160),2025-06-30 06:35:33,-4959.930391958268,-1392.7088681022974,4791.412443066224
OPS 5712 (P/L 160),2025-06-30 06:45:33,-997.6436581537448,-2330.7832239697436,6558.560334137071
OPS 5712 (P/L 160),2025-06-30 06:55:33,3360.7704209286308,-2343.258845350402,5714.470206932702
OPS 5712 (P/L 160),2025-06-30 07:05:33,6382.328446049576,-1424.0995948064979,2592.685225020354
OPS 5712 (P/L 160),2025-06-30 07:15:33,6861.536401918654,62.22971600885388,-1564.2571409443547
OPS 5712 (P/L 160),2025-06-30 07:25:33,4609.726294691527,1524.070014810902,-5097.7799755238775
OPS 5712 (P/L 160),2025-06-30 07:35:33,528.8464302771366,2381.7962465935975,-6605.054243963267
OPS 5712 (P/L 160),2025-06-30 07:45:33,-3761.4883085591587,2297.406873054164,-5492.9041576601785
LES-5,2025-06-29 07:55:33,15225.245396901126,-36527.364829433354,-128.2899991524007
LES-5,2025-06-29 08:05:33,16967.376216370896,-35749.559073880795,-193.04812003405672
LES-5,2025-06-29 08:15:33,18670.224071874844,-34888.986118807945,-257.3605743527312
LES-5,2025-06-29 08:25:33,20329.843452105695,-33947.63253412072,-321.0784405237972
LES-5,2025-06-29 08:35:33,21942.390076024436,-32927.675065930605,-384.05417614789724
LES-5,2025-06-29 08:45:33,23504.13022565424,-31831.475387219667,-446.14197582534064
LES-5,2025-06-29 08:55:33,25011.449796889487,-30661.574372553547,-507.198124590357
LES-5,2025-06-29 09:05:33,26460.863041411463,-29420.68591383587,-567.0813459159278
LES-5,2025-06-29 09:15:33,27849.02097572168,-28111.6902945022,-625.653143327423
LES-5,2025-06-29 09:25:33,29172.719433439554,-26737.62714164552,-682.7781346517202
LES-5,2025-06-29 09:35:33,30428.90673863724,-25301.68797669603,-738.3243779652878
LES-5,2025-06-29 09:45:33,31614.690979225656,-23807.208386630602,-792.1636883342715
LES-5,2025-06-29 09:55:33,32727.346860843976,-22257.659838864056,-844.171944474167
LES-5,2025-06-29 10:05:33,33764.32212322024,-20656.641164025128,-894.229384494651
LES-5,2025-06-29 10:15:33,34723.24350251921,-19007.86973179192,-942.2208899361846
LES-5,2025-06-29 10:25:33,35601.9222247878,-17315.172345849704,-988.0362573493182
LES-5,2025-06-29 10:35:33,36398.359017325034,-15582.47588466908,-1031.5704567143443
LES-5,2025-06-29 10:45:33,37110.74862642287,-13813.797715538027,-1072.723876047908
LES-5,2025-06-29 10:55:33,37737.483831719255,-12013.235909631361,-1111.4025515947806
LES-5,2025-06-29 11:05:33,38277.15894907331,-10184.959286392026,-1147.5183830553613
LES-5,2025-06-29 11:15:33,38728.57281566505,-8333.197315617175,-1180.98933335428
LES-5,2025-06-29 11:25:33,39090.73125270622,-6462.229905898745,-1211.7396125104658
LES-5,2025-06-29 11:35:33,39362.84900291649,-4576.377107914799,-1239.6998452253429
LES-5,2025-06-29 11:45:33,39544.35114157136,-2679.98876111641,-1264.8072218621232
LES-5,2025-06-29 11:55:33,39634.87396162634,-777.4341119629246,-1287.0056325459625
LES-5,2025-06-29 12:05:33,39634.26533501757,1126.9085682915975,-1306.24578417086
LES-5,2025-06-29 12:15:33,39542.5845538367,3028.6623388689814,-1322.4853001551414
LES-5,2025-06-29 12:25:33,39360.10165658391,4923.461890811622,-1335.6888028423148
LES-5,2025-06-29 12:35:33,39087.296246168706,6806.963768080888,-1345.8279784980275
LES-5,2025-06-29 12:45:33,38724.855807721,8674.856482797908,-1352.8816249064516
LES-5,2025-06-29 12:55:33,38273.67353559588,10522.870499781442,-1356.8356816204446
LES-5,2025-06-29 13:05:33,37734.845680199374,12346.788066399995,-1357.6832429691383
LES-5,2025-06-29 13:15:33,37109.66842643811,14142.452864636261,-1355.4245539738458
LES-5,2025-06-29 13:25:33,36399.634316661686,15905.779463290275,-1350.0669893685135
LES-5,2025-06-29 13:35:33,35606.428232001344,17632.76254915591,-1341.625015963722
LES-5,2025-06-29 13:45:33,34731.92294688051,19319.48591718525,-1330.1201386339362
LES-5,2025-06-29 13:55:33,33778.174272351134,20962.13120060981,-1315.580830245717
LES-5,2025-06-29 14:05:33,32747.415804622433,22556.986323183603,-1298.0424458802368
LES-5,2025-06-29 14:15:33,31642.053295817208,24100.45365680746,-1277.5471217363956
LES-5,2025-06-29 14:25:33,30464.65866458182,25589.0578689097,-1254.1436591311397
LES-5,2025-06-29 14:35:33,29217.963664674207,27019.453445105846,-1227.887394041579
LES-5,2025-06-29 14:45:33,27904.853230029406,28388.431873842736,-1198.8400526582468
LES-5,2025-06-29 14:55:33,26528.358515220494,29692.928480765953,-1167.0695934420453
LES-5,2025-06-29 15:05:33,25091.649650433836,30930.02890175291,-1132.650036196877
LES-5,2025-06-29 15:15:33,23598.028230313073,32096.975184604096,-1095.6612786882692
LES-5,2025-06-29 15:25:33,22050.919556149267,33191.171510474334,-1056.1889013530076
LES-5,2025-06-29 15:35:33,20453.864650996224,34210.18952715617,-1014.3239606584609
LES-5,2025-06-29 15:45:33,18810.512067229807,35151.773287399476,-970.1627716806033
LES-5,2025-06-29 15:55:33,17124.609506174744,36013.843786344885,-923.806680479224
LES-5,2025-06-29 16:05:33,15399.995269163523,36794.503093216175,-875.361826855144
LES-5,2025-06-29 16:15:33,13640.589559437925,37492.03807322612,-824.938898080177
LES-5,2025-06-29 16:25:33,11850.385654006406,38104.923696606806,-772.6528741934264
LES-5,2025-06-29 16:35:33,10033.441647767582,38631.82573818179,-718.6227858228127
LES-5,2025-06-29 16:45:33,8193.869917422171,39071.60377925877,-662.9714005463344
LES-5,2025-06-29 16:55:33,6335.828484080346,39423.31297020967,-605.8249587478526
LES-5,2025-06-29 17:05:33,4463.512689443185,39686.20547648738,-547.3129165067332
LES-5,2025-06-29 17:15:33,2581.1455129861693,39859.73186728632,-487.5676434881163
LES-5,2025-06-29 17:25:33,692.9683533676495,39943.541925954356,-426.72413014003496
LES-5,2025-06-29 17:35:33,-1196.768192899322,39937.48504700131,-364.9196906064791
LES-5,2025-06-29 17:45:33,-3083.81353850765,39841.61022221819,-302.2936619365114
LES-5,2025-06-29 17:55:33,-4963.9262814692,39656.16561897027,-238.98710016498
LES-5,2025-06-29 18:05:33,-6832.883333932712,39381.597754237926,-175.1424738347052
LES-5,2025-06-29 18:15:33,-8686.48898766461,39018.55026846787,-110.90335552477863
LES-5,2025-06-29 18:25:33,-10520.58390050079,38567.862303750764,-46.414111943951625
LES-5,2025-06-29 18:35:33,-12331.053988310843,38030.56649129284,18.180406857676445
LES-5,2025-06-29 18:45:33,-14113.839207432588,37407.886553544544,82.73517861081909
LES-5,2025-06-29 18:55:33,-15864.942212698292,36701.23452677805,147.10531974087996
LES-5,2025-06-29 19:05:33,-17580.436876574902,35912.207610263446,211.14639553667982
LES-5,2025-06-29 19:15:33,-19256.476655119506,35042.584648597,274.7147290421595
LES-5,2025-06-29 19:25:33,-20889.30278682475,34094.32225405511,337.66770814469356
LES-5,2025-06-29 19:35:33,-22475.252310479354,33069.550576313915,399.86409033560125
LES-5,2025-06-29 19:45:33,-24010.765888806916,31970.56872701079,461.1643046307857
LES-5,2025-06-29 19:55:33,-25492.395424290535,30799.839867328774,521.4307501284588
LES-5,2025-06-29 20:05:33,-26916.811454455394,29559.98596676589,580.5280907030374
LES-5,2025-06-29 20:15:33,-28280.810313656522,28253.782241879464,638.3235453234996
LES-5,2025-06-29 20:25:33,-29581.321048820435,26884.151284064876,694.6871734949574
LES-5,2025-06-29 20:35:33,-30815.41207676818,25454.15688583066,749.4921553233377
LES-5,2025-06-29 20:45:33,-31980.297571014133,23966.99757536443,802.6150657066795
LES-5,2025-06-29 20:55:33,-33073.3435660447,22425.999869701103,853.9361421591175
LES-5,2025-06-29 21:05:33,-34092.073767418,20834.611257102395,903.3395457772037
LES-5,2025-06-29 21:15:33,-35034.17505619479,19196.392919743364,950.7136148609941
LES-5,2025-06-29 21:25:33,-35897.50267646211,17515.012208235756,995.9511107058357
LES-5,2025-06-29 21:35:33,-36680.08509495241,15794.234880008305,1038.9494550842812
LES-5,2025-06-29 21:45:33,-37380.12852208877,14037.917113917856,1079.6109589417376
LES-5,2025-06-29 21:55:33,-37996.021083970074,12249.997314163942,1117.843041833576
LES-5,2025-06-29 22:05:33,-38526.336635240965,10434.487716835903,1153.5584416368238
LES-5,2025-06-29 22:15:33,-38969.83820302604,8595.465813163531,1186.6754140750475
LES-5,2025-06-29 22:25:33,-39325.48105254429,6737.0656038992665,1217.1179216017
LES-5,2025-06-29 22:35:33,-39592.41536537586,4863.468699906207,1244.815811194651
LES-5,2025-06-29 22:45:33,-39769.98852180482,2978.895284510488,1269.7049806232374
LES-5,2025-06-29 22:55:33,-39857.74697911943,1087.5949537945955,1291.7275327587315
LES-5,2025-06-29 23:05:33,-39855.43773827512,-806.1625485383258,1310.8319175103363
LES-5,2025-06-29 23:15:33,-39763.009391862106,-2698.0966844204977,1326.9730609809662
LES-5,2025-06-29 23:25:33,-39580.61274693001,-4583.925545030887,1340.112481451257
LES-5,2025-06-29 23:35:33,-39308.60101686017,-6459.375326405294,1350.2183918155215
LES-5,2025-06-29 23:45:33,-38947.52957717234,-8320.189838166656,1357.2657881107639
LES-5,2025-06-29 23:55:33,-38498.15528089506,-10162.140025981802,1361.236523798838
LES-5,2025-06-30 00:05:33,-37961.43532992367,-11981.03348785131,1362.1193694827318
LES-5,2025-06-30 00:15:33,-37338.52569964061,-13772.723963853965,1359.9100577608501
LES-5,2025-06-30 00:25:33,-36630.779114958714,-15533.120778568242,1354.611312947946
LES-5,2025-06-30 00:35:33,-35839.74257691575,-17258.198214919987,1346.2328654183798
LES-5,2025-06-30 00:45:33,-34967.154439929815,-18944.004797908736,1334.791450356071
LES-5,2025-06-30 00:55:33,-34014.94104088946,-20586.6724662945,1320.3107907269205
LES-5,2025-06-30 01:05:33,-32985.212882327556,-22182.42561010732,1302.8215643221251
LES-5,2025-06-30 01:15:33,-31880.260373112913,-23727.589951552225,1282.3613547563677
LES-5,2025-06-30 01:25:33,-30702.549131198197,-25218.60124686606,1258.9745863416285
LES-5,2025-06-30 01:35:33,-29454.71485427822,-26652.013786444197,1232.7124427966726
LES-5,2025-06-30 01:45:33,-28139.557765391524,-28024.508670672956,1203.632769793091
LES-5,2025-06-30 01:55:33,-26760.03664181438,-29332.90183891448,1171.799961381263
LES-5,2025-06-30 02:05:33,-25319.26243690195,-30574.151829248276,1137.284830384213
LES-5,2025-06-30 02:15:33,-23820.49150585679,-31745.36724681205,1100.1644628926003
LES-5,2025-06-30 02:25:33,-22267.118447735764,-32843.8139189139,1060.5220570415133
LES-5,2025-06-30 02:35:33,-20662.668577355296,-33866.92171549923,1018.4467462974704
LES-5,2025-06-30 02:45:33,-19010.790042086403,-34812.29101407119,974.0334075334508
LES-5,2025-06-30 02:55:33,-17315.24559990375,-35677.698788747446,927.3824542190841
LES-5,2025-06-30 03:05:33,-15579.90407628638,-36461.10430389102,878.5996151034519
LES-5,2025-06-30 03:15:33,-13808.731518948725,-37160.65439349679,827.7956988183375
LES-5,2025-06-30 03:25:33,-12005.782070573287,-37774.68830845717,775.0863448796579
LES-5,2025-06-30 03:35:33,-10175.188580961074,-38301.742114808316,720.5917616149819
LES-5,2025-06-30 03:45:33,-8321.152981160727,-38740.5526271588,664.4364515937907
LES-5,2025-06-30 03:55:33,-6447.936443277762,-39090.060862677885,606.7489251858625
LES-5,2025-06-30 04:05:33,-4559.8493506451305,-39349.41500231072,547.6614029193462
LES-5,2025-06-30 04:15:33,-2661.241104070679,-39517.97284722759,487.30950735608684
LES-5,2025-06-30 04:25:33,-756.4897906955031,-39595.30375996967,425.8319452445977
LES-5,2025-06-30 04:35:33,1150.0076331909936,-39581.190061794914,363.37020095412197
LES-5,2025-06-30 04:45:33,3053.8472620505995,-39475.62804363089,300.06815724181433
LES-5,2025-06-30 04:55:33,4950.628351575336,-39278.828159071316,236.0717668713153
LES-5,2025-06-30 05:05:33,6835.963164763301,-38991.214842123394,171.52872906160556
LES-5,2025-06-30 05:15:33,8705.488015411955,-38613.42580429803,106.58812150021683
LES-5,2025-06-30 05:25:33,10554.873828483978,-38146.310751574645,41.40004225909398
LES-5,2025-06-30 05:35:33,12379.836635566237,-37590.929557912095,-23.884751689487462
LES-5,2025-06-30 05:45:33,14176.147975624917,-36948.549898314435,-89.1152083509275
LES-5,2025-06-30 05:55:33,15939.645171211314,-36220.644346330606,-154.14034595879278
LES-5,2025-06-30 06:05:33,17666.24145075778,-35408.88694261917,-218.80961856695868
LES-5,2025-06-30 06:15:33,19351.935887741547,-34515.14924309291,-282.973280946011
LES-5,2025-06-30 06:25:33,20992.82312819742,-33541.49585687298,-346.4827517454871
LES-5,2025-06-30 06:35:33,22585.102878555525,-32490.17948608399,-409.19097388611846
LES-5,2025-06-30 06:45:33,24125.089126661445,-31363.635481157307,-470.9527711537615
LES-5,2025-06-30 06:55:33,25609.219069542174,-30164.475927056697,-531.6251999784334
LES-5,2025-06-30 07:05:33,27034.06172267153,-28895.48327729312,-591.0678953980707
LES-5,2025-06-30 07:15:33,28396.326186388098,-27559.60355423397,-649.1434102268254
LES-5,2025-06-30 07:25:33,29692.869546459766,-26159.93913553612,-705.7175464726212
LES-5,2025-06-30 07:35:33,30920.704386978992,-24699.741147950775,-760.6596780767853
LES-5,2025-06-30 07:45:33,32077.005895236678,-23182.40149090475,-813.8430640814948
SURCAL 159,2025-06-29 07:55:33,-3192.2892457322496,395.5827110225553,6519.761107770498
SURCAL 159,2025-06-29 08:05:33,-5375.2406077347205,-2573.748475626838,4164.40140749428
SURCAL 159,2025-06-29 08:15:33,-5614.378966547448,-4612.048761017252,300.0899643134703
SURCAL 159,2025-06-29 08:25:33,-3821.0308154155873,-4980.761579652119,-3673.1978721946634
SURCAL 159,2025-06-29 08:35:33,-646.5033008197083,-3549.654883394587,-6316.703894171622
SURCAL 159,2025-06-29 08:45:33,2761.484288114388,-839.671431661814,-6679.834339973904
SURCAL 159,2025-06-29 08:55:33,5176.146947752636,2172.2991301490692,-4634.43962620398
SURCAL 159,2025-06-29 09:05:33,5726.213539643972,4401.459068124382,-916.1416801755266
